human,hydra,type
LRRC73,t17607aep,one_one
ECPAS,t38499aep,one_one
ISCA2,t35225aep,one_one
PDZD8,t2454aep,one_one
RRP36,t7223aep,one_one
CDC6,t17461aep,one_one
LRRC40,t17570aep,one_one
GPN2,t20757aep,one_one
RTEL1,t38457aep,one_one
BFAR,t26679aep,one_one
AJM1,t32273aep,one_one
AREL1,t22049aep,one_one
UTP20,t20866aep,one_one
MICAL2,t37004aep,one_one
HSP90B1,t18893aep,one_one
PGD,t6590aep,one_one
TMCO4,t13582aep,one_one
RWDD4,t18628aep,one_one
DENND6A,t23366aep,one_one
LENG1,t12174aep,one_one
PGAM5,t25088aep,one_one
TASP1,t5973aep,one_one
ENPP5,t17822aep,one_one
MED19,t15573aep,one_one
CDC7,t18271aep,one_one
CDC40,t9569aep,one_one
GPD2,t5667aep,one_one
NAGLU,t24912aep,one_one
NUP107,t2008aep,one_one
MRPS6,t36474aep,one_one
CDK17,t14550aep,one_one
STRN3,t20705aep,one_one
IMMT,t10344aep,one_one
RINT1,t27255aep,one_one
NIM1K,t19702aep,one_one
HAUS1,t59aep,one_one
CDK5RAP3,t2387aep,one_one
SIK2,t21547aep,one_one
SNX25,t27312aep,one_one
C12orf4,t38573aep,one_one
SH2B1,t25321aep,one_one
TFIP11,t3276aep,one_one
FBXO9,t19883aep,one_one
PITPNC1,t23829aep,one_one
UTP11,t32422aep,one_one
YEATS4,t13599aep,one_one
RPSA,t22751aep,one_one
CC130_HUMAN,t14064aep,one_one
CTSO,t9808aep,one_one
PMS1,t7066aep,one_one
SNX17,t23280aep,one_one
DALRD3,t31269aep,one_one
SLC30A9,t21955aep,one_one
PIGC,t9777aep,one_one
SLC25A38,t16564aep,one_one
ZFYVE19,t21428aep,one_one
SFXN1,t17951aep,one_one
DAAM1,t313aep,one_one
BZW2_HUMAN,t15170aep,one_one
PEX1,t23000aep,one_one
ERCC2,t19483aep,one_one
ECHS1,t36296aep,one_one
SRP54,t15956aep,one_one
KIF5A,t10918aep,one_one
TAF10,t14176aep,one_one
LARP7,t27560aep,one_one
NT5DC1,t7003aep,one_one
POGLUT2,t14078aep,one_one
CMC1,t34627aep,one_one
UBLCP1,t2589aep,one_one
CMSS1,t15723aep,one_one
SLC35C2,t12126aep,one_one
DNAJC11,t35300aep,one_one
POLK,t511aep,one_one
BCAS2,t11608aep,one_one
ADSL,t17595aep,one_one
VPS41,t13990aep,one_one
PTPRO,t3175aep,one_one
ABHD17B,t18578aep,one_one
MAIP1,t37499aep,one_one
BSCL2,t7461aep,one_one
TM2D2,t23773aep,one_one
TM2D1,t34133aep,one_one
ZNF277,t18766aep,one_one
COQ3,t8766aep,one_one
CHD1,t32295aep,one_one
CAPN9,t19278aep,one_one
CCDC22,t18632aep,one_one
GNPDA1,t9488aep,one_one
SARS1,t22125aep,one_one
TMF1,t579aep,one_one
CHAF1A,t35908aep,one_one
KPNB1,t29115aep,one_one
CFAP221,t27254aep,one_one
CCDC92,t18261aep,one_one
RFWD3,t22221aep,one_one
TDH,t414aep,one_one
TMA16,t2150aep,one_one
BTF3L4,t10202aep,one_one
UBAC1,t19685aep,one_one
TMEM147,t19520aep,one_one
SLC28A3,t2751aep,one_one
DROSHA,t5103aep,one_one
ZRANB1,t17596aep,one_one
DHX16,t12657aep,one_one
LIG3,t31341aep,one_one
PTS,t22268aep,one_one
RRS1,t23706aep,one_one
OXLD1,t633aep,one_one
IRAK1BP1,t33777aep,one_one
CDAN1,t11115aep,one_one
GPALPP1,t4213aep,one_one
GSTCD,t5693aep,one_one
DIS3L,t26119aep,one_one
RUBCN,t30414aep,one_one
DCPS,t3438aep,one_one
PIK3R4,t22284aep,one_one
DRC3,t21945aep,one_one
KAT14,t9021aep,one_one
APMAP,t19838aep,one_one
ACOT13,t55aep,one_one
MED29,t17712aep,one_one
MTRF1L,t3719aep,one_one
ISY1,t20938aep,one_one
UBFD1,t20936aep,one_one
RIOK3,t21676aep,one_one
CPD,t23457aep,one_one
NAGA,t179aep,one_one
TMEM11,t29613aep,one_one
PSMB4,t29171aep,one_one
ATP6V1A,t10201aep,one_one
IARS1,t3678aep,one_one
AP2B1,t10843aep,one_one
LRRC74A,t18157aep,one_one
FKBP8,t24587aep,one_one
CHD4,t22621aep,one_one
LSM12,t6614aep,one_one
GTDC1,t17158aep,one_one
MDH1B,t27296aep,one_one
RC3H1,t26291aep,one_one
LEKR1,t17214aep,one_one
TTC16,t5702aep,one_one
TBCK,t9778aep,one_one
SRSF12,t18919aep,one_one
CWC15,t18816aep,one_one
ANAPC2,t18428aep,one_one
PAXBP1,t8604aep,one_one
ECD,t4284aep,one_one
CYBA,t23769aep,one_one
GYS1,t12621aep,one_one
GCH1,t4500aep,one_one
SELENBP1,t24639aep,one_one
SKP2,t14831aep,one_one
EDRF1,t36611aep,one_one
DRC7,t9843aep,one_one
ANKLE1,t31280aep,one_one
TEKT1,t6401aep,one_one
AGMAT,t6302aep,one_one
THUMPD3,t17827aep,one_one
SMG9,t4497aep,one_one
CDT1,t4445aep,one_one
TMEM231,t12139aep,one_one
SPRING1,t18104aep,one_one
GOLIM4,t30845aep,one_one
CNOT3,t11107aep,one_one
UBR5,t944aep,one_one
ALPL,t32283aep,one_one
POLR2F,t1187aep,one_one
PTK7,t15536aep,one_one
RAB32,t35274aep,one_one
SYCP1,t2965aep,one_one
ADRM1,t17833aep,one_one
TTC29,t16536aep,one_one
TMEM145,t22006aep,one_one
EXOC4,t23440aep,one_one
RUNDC1,t13421aep,one_one
ANKRD27,t20901aep,one_one
PPCS,t2014aep,one_one
VPS45,t18412aep,one_one
DAXX,t7272aep,one_one
MEMO1,t15252aep,one_one
C15orf61,t36298aep,one_one
VAMP4,t29942aep,one_one
POLR1A,t14245aep,one_one
PLCG1,t5276aep,one_one
RPL12,t21171aep,one_one
RFC3,t243aep,one_one
SNRNP48,t32779aep,one_one
VPS35L,t28480aep,one_one
DDX51,t33498aep,one_one
PSMA8,t31768aep,one_one
MUS81,t17795aep,one_one
DNAJC2,t10270aep,one_one
ABCB6,t9515aep,one_one
RTRAF,t36311aep,one_one
ERICH2,t12503aep,one_one
CRPPA,t31419aep,one_one
MPHOSPH10,t8256aep,one_one
TCERG1,t26861aep,one_one
UGDH,t25826aep,one_one
WBP4,t19726aep,one_one
DAO,t12257aep,one_one
UBE2A,t2892aep,one_one
GFUS,t24153aep,one_one
TTL,t16415aep,one_one
DOT1L,t31324aep,one_one
GATAD1,t7688aep,one_one
TMCO6,t21359aep,one_one
MACROD1,t19370aep,one_one
UQCC2,t8829aep,one_one
PSMG3,t17624aep,one_one
MRPL44,t12671aep,one_one
TDP1,t38165aep,one_one
TNPO2,t2915aep,one_one
ZGLP1,t21135aep,one_one
HARS1,t3951aep,one_one
CSNK2B,t14967aep,one_one
CCDC15,t25493aep,one_one
FRG1,t36289aep,one_one
CCDC73,t31574aep,one_one
RALGAPB,t11829aep,one_one
MICU3,t12658aep,one_one
SIAH1,t9523aep,one_one
C2orf69,t38579aep,one_one
MMAB,t20777aep,one_one
SPAG8,t8758aep,one_one
RIOX1,t13770aep,one_one
SLC25A19,t11580aep,one_one
SARDH,t2562aep,one_one
TDRKH,t27344aep,one_one
PRPF6,t9760aep,one_one
IDH3G,t12016aep,one_one
YWHAE,t16645aep,one_one
RT36_HUMAN,t30311aep,one_one
MAP3K12,t14822aep,one_one
CDC16,t28264aep,one_one
MLEC,t15218aep,one_one
TAF12,t27141aep,one_one
SPATS1,t26332aep,one_one
TAF1B,t9850aep,one_one
ESCO2,t16505aep,one_one
LYRM7,t33431aep,one_one
MON2,t12639aep,one_one
TXLNB,t6773aep,one_one
EIF4E3,t13144aep,one_one
DHTKD1,t4316aep,one_one
PAAF1,t7322aep,one_one
CNPPD1,t5404aep,one_one
QRSL1,t18697aep,one_one
DHX33,t21236aep,one_one
MEAF6,t4491aep,one_one
ACAD8,t11233aep,one_one
HEMK1,t35011aep,one_one
KPTN,t30582aep,one_one
TADA3,t10203aep,one_one
SNRPC,t11304aep,one_one
ATIC,t29131aep,one_one
NUDT1,t20920aep,one_one
ATRX,t38445aep,one_one
PPP2R2A,t3674aep,one_one
INPP5A,t4155aep,one_one
UNC50,t9557aep,one_one
TYW3,t6355aep,one_one
RIOX2,t4910aep,one_one
PLD3,t18863aep,one_one
C3orf20,t32917aep,one_one
CCDC112,t6003aep,one_one
RAB37,t20000aep,one_one
PINX1,t3988aep,one_one
WDR18,t5264aep,one_one
ITPA,t34938aep,one_one
ILRUN,t5283aep,one_one
VTI1B,t22736aep,one_one
ING4,t16435aep,one_one
ZW10,t21785aep,one_one
NT5E,t548aep,one_one
XPA,t34559aep,one_one
ERCC5,t30593aep,one_one
CDC27,t21953aep,one_one
PEX5,t7361aep,one_one
NEK2,t16677aep,one_one
NME5,t23123aep,one_one
SF3B4,t22381aep,one_one
SF3A2,t16471aep,one_one
CCDC142,t29021aep,one_one
ACSM3,t37429aep,one_one
GDPGP1,t14936aep,one_one
LRRC49,t27573aep,one_one
TTC5,t9666aep,one_one
PIK3C3,t13988aep,one_one
UFD1,t24435aep,one_one
COQ8B,t24342aep,one_one
CHEK1,t2019aep,one_one
CCP110,t2117aep,one_one
PSMD10,t1178aep,one_one
MARK3,t26998aep,one_one
CCNF,t3575aep,one_one
HLCS,t303aep,one_one
RPS6KA1,t7600aep,one_one
RBM48,t33209aep,one_one
LIN54,t14226aep,one_one
RFX6,t5694aep,one_one
PM20D2,t36111aep,one_one
SYS1,t6327aep,one_one
ANKFN1,t31410aep,one_one
TMEM104,t26428aep,one_one
NSMCE1,t20337aep,one_one
NEIL1,t19221aep,one_one
DDRGK1,t38366aep,one_one
CHCHD5,t30743aep,one_one
ALKBH7,t26858aep,one_one
SRRM2,t25885aep,one_one
NOP16,t14236aep,one_one
POMT1,t16631aep,one_one
USP2,t11700aep,one_one
CDK14,t29715aep,one_one
MCM2,t15241aep,one_one
E2F5,t4aep,one_one
ASCL4,t12562aep,one_one
WDR87,t37743aep,one_one
DYM,t7471aep,one_one
DOLPP1,t20347aep,one_one
DTWD2,t19157aep,one_one
SLC5A11,t8303aep,one_one
ARHGAP45,t5242aep,one_one
NELFA,t8330aep,one_one
UPF2,t21694aep,one_one
XPNPEP3,t286aep,one_one
SLC9A8,t33104aep,one_one
SNAP23,t23201aep,one_one
ZNF207,t15248aep,one_one
SUPT7L,t24451aep,one_one
MVK,t26333aep,one_one
PICALM,t12638aep,one_one
C6orf136,t24782aep,one_one
DESI1,t12908aep,one_one
TRMT10A,t25991aep,one_one
DLG5,t15662aep,one_one
HPS1,t23612aep,one_one
GLMN,t19992aep,one_one
DNAJC19,t12511aep,one_one
CEP19,t2847aep,one_one
TCEANC2,t33393aep,one_one
SLC2A13,t29098aep,one_one
CCNL2,t3397aep,one_one
MSTO1,t13426aep,one_one
RACGAP1,t30029aep,one_one
SUGCT,t18707aep,one_one
UBA2,t6344aep,one_one
SRPK3,t1746aep,one_one
GTPBP10,t30872aep,one_one
EFCAB5,t17447aep,one_one
PRORSD1P,t16277aep,one_one
MAP2K7,t12627aep,one_one
NDUFS7,t19373aep,one_one
MTX2,t22540aep,one_one
DHODH,t20318aep,one_one
SPCS2,t6867aep,one_one
HUWE1,t2521aep,one_one
SLC39A7,t19782aep,one_one
TBC1D5,t7439aep,one_one
JARID2,t27926aep,one_one
TTC14,t22198aep,one_one
NCAPG,t24967aep,one_one
MCMBP,t17678aep,one_one
ACTR5,t3420aep,one_one
C17orf75,t7612aep,one_one
ACSS1,t9016aep,one_one
WWOX,t23121aep,one_one
TBC1D7,t16437aep,one_one
DDX52,t12224aep,one_one
TRRAP,t30912aep,one_one
TMEM223,t34701aep,one_one
DCTN3,t11583aep,one_one
RPLP2,t3342aep,one_one
POLR1D,t37381aep,one_one
TYMP,t31849aep,one_one
SUCLG1,t15942aep,one_one
PEX6,t15640aep,one_one
SNRNP35,t22144aep,one_one
RNF123,t7332aep,one_one
C18orf63,t12428aep,one_one
IQCE,t10260aep,one_one
PRPF40B,t7380aep,one_one
SCCPDH,t15209aep,one_one
USP6NL,t29025aep,one_one
SNRNP25,t8789aep,one_one
GLRX3,t23138aep,one_one
BAG4,t29862aep,one_one
OSBP,t7545aep,one_one
ARRB2,t14420aep,one_one
MRPS11,t34637aep,one_one
KDSR,t34557aep,one_one
RRP12,t11086aep,one_one
ARL6IP4,t6445aep,one_one
CCDC186,t18895aep,one_one
RPUSD2,t22709aep,one_one
PIWIL2,t13960aep,one_one
COG1,t29096aep,one_one
SMG7,t25716aep,one_one
TMEM143,t10099aep,one_one
AP2M1,t29134aep,one_one
CDCA7L,t30055aep,one_one
USP47,t11184aep,one_one
UROC1,t3830aep,one_one
MAPKAP1,t16517aep,one_one
ASPSCR1,t3389aep,one_one
PIGU,t12900aep,one_one
CUEDC1,t25347aep,one_one
CWC25,t7862aep,one_one
POFUT2,t8311aep,one_one
PSMD11,t21312aep,one_one
COPE,t25306aep,one_one
CRCP,t32087aep,one_one
TTC4,t21332aep,one_one
CRYZL1,t34760aep,one_one
SNRPA1,t29277aep,one_one
SRP14,t12586aep,one_one
RABGGTB,t25840aep,one_one
COPB1,t758aep,one_one
XRCC4,t18509aep,one_one
SART3,t17066aep,one_one
DET1,t20549aep,one_one
SLC25A42,t21725aep,one_one
SNAPC3,t37105aep,one_one
ELAC1,t6963aep,one_one
AKTIP,t1229aep,one_one
SDHAF3,t35846aep,one_one
BPNT2,t29854aep,one_one
B9D1,t16755aep,one_one
ZSWIM8,t25547aep,one_one
YDJC,t34387aep,one_one
POLR1C,t2157aep,one_one
RAD51D,t34604aep,one_one
ERLIN2,t24356aep,one_one
RAB7A,t25590aep,one_one
PUS10,t3311aep,one_one
VPS36,t35698aep,one_one
BAP18,t11029aep,one_one
CMIP,t12537aep,one_one
STK40,t15561aep,one_one
INTS12,t12427aep,one_one
WDR89,t20608aep,one_one
CAPS2,t2317aep,one_one
DNTTIP1,t23358aep,one_one
PPIL3,t20140aep,one_one
ZNHIT6,t36569aep,one_one
LSM7,t10189aep,one_one
TMX2,t35363aep,one_one
WDR7,t14451aep,one_one
NKRF,t15327aep,one_one
DNAJC13,t24020aep,one_one
PSMG1,t37203aep,one_one
RPN1,t570aep,one_one
TEAD1,t9601aep,one_one
ATP5F1C,t19284aep,one_one
SEC24C,t13744aep,one_one
PSMC5,t35155aep,one_one
FLII,t6439aep,one_one
ATPAF1,t10941aep,one_one
PSMG2,t16837aep,one_one
HPDL,t5429aep,one_one
AK7,t15999aep,one_one
SDF2,t8290aep,one_one
PYM1,t34481aep,one_one
RNF41,t16858aep,one_one
SMARCAL1,t34377aep,one_one
CAB39,t21555aep,one_one
BUB3,t18534aep,one_one
GGCT,t13668aep,one_one
SNAP29,t24355aep,one_one
PRKAR1B,t752aep,one_one
RPA3,t37605aep,one_one
ARL3,t26709aep,one_one
RPL31,t31587aep,one_one
CRYZ,t1086aep,one_one
UBXN11,t31358aep,one_one
MCTP2,t17077aep,one_one
CENPS,t35628aep,one_one
NFATC2IP,t32631aep,one_one
RNFT2,t24688aep,one_one
MMS19,t665aep,one_one
HEATR1,t9470aep,one_one
PNPO,t31087aep,one_one
TXNL4B,t30440aep,one_one
LRP2BP,t28458aep,one_one
SLC25A20,t10145aep,one_one
EIF3J,t7721aep,one_one
RPS15,t581aep,one_one
ERH,t20538aep,one_one
GRTP1,t32343aep,one_one
HROB,t10921aep,one_one
METTL25,t8940aep,one_one
EXD3,t7919aep,one_one
LRRC59,t26493aep,one_one
PPCDC,t5341aep,one_one
SAMD8,t24434aep,one_one
PNKP,t33183aep,one_one
SLX1A,t18929aep,one_many
SLX1B,t18929aep,one_many
MTG2,t12028aep,one_one
ACTR8,t36736aep,one_one
FBXO8,t11083aep,one_one
CTNNAL1,t2940aep,one_one
IGF2R,t8809aep,one_one
CCNA2,t7697aep,one_one
DR1,t1226aep,one_one
CCDC178,t17483aep,one_one
SPICE1,t9457aep,one_one
LEO1,t29661aep,one_one
HSPBAP1,t34997aep,one_one
BORCS6,t38626aep,one_one
PBDC1,t10684aep,one_one
C8orf33,t20361aep,one_one
HYPK,t34316aep,one_one
PRODH2,t21805aep,one_one
MCM8,t13832aep,one_one
GIPC1,t14461aep,one_one
CS,t6442aep,one_one
PAICS,t12856aep,one_one
SEPHS1,t6539aep,one_one
INF2,t16544aep,one_one
MEI1,t21647aep,one_one
WDR25,t5096aep,one_one
ARMC9,t3583aep,one_one
STT3B,t19874aep,one_one
EDC3,t35411aep,one_one
WRNIP1,t22946aep,one_many
ATP6V0B,t4146aep,one_one
IFT46,t3796aep,one_one
PHPT1,t3932aep,one_one
IMPACT,t34435aep,one_one
RAB23,t32687aep,one_one
KIAA0513,t32446aep,one_one
PSMB6,t20514aep,one_one
LRPAP1,t21607aep,one_one
RPIA,t2559aep,one_one
BRCA2,t30379aep,one_one
KIF11,t18812aep,one_one
SPIDR,t28140aep,one_one
WDR43,t5084aep,one_one
LAMTOR1,t6759aep,one_one
C12orf40,t6575aep,one_one
POMGNT1,t33073aep,one_one
VPS35,t13957aep,one_one
MGLL,t25291aep,one_one
UBA5,t2960aep,one_one
ISCU,t22136aep,one_one
BRD7,t4949aep,one_one
GID8,t33695aep,one_one
WDR3,t10694aep,one_one
DHDH,t32589aep,one_one
EXO1,t21598aep,one_one
ARHGAP33,t37948aep,one_one
PHYH,t13122aep,one_one
RNF8,t23490aep,one_one
KIF20A,t5665aep,one_one
TSFM,t11804aep,one_one
ALDH5A1,t22659aep,one_one
PPP1R21,t13209aep,one_one
ZNF511,t30269aep,one_one
MRPL30,t3636aep,one_one
CLPTM1L,t21366aep,one_one
CCDC43,t11862aep,one_one
ARHGEF17,t12050aep,one_one
SMC6,t3326aep,one_one
ATP13A1,t8217aep,one_one
NUP42,t19059aep,one_one
PLPBP,t2196aep,one_one
POLA1,t24215aep,one_one
ATP5PF,t1845aep,one_one
WARS1,t12893aep,one_one
PSMA2,t1860aep,one_one
MYO1E,t18871aep,one_one
LRRC23,t17588aep,one_one
R3HCC1L,t28721aep,one_one
NR2C2AP,t1195aep,one_one
DDX42,t15570aep,one_one
SLC66A2,t25273aep,one_one
CNEP1R1,t12994aep,one_one
PRKRIP1,t12534aep,one_one
INO80,t32757aep,one_one
RPS6KL1,t27694aep,one_one
GET3,t34642aep,one_one
CTDNEP1,t5504aep,one_one
USP8,t12111aep,one_one
CDK8,t3302aep,one_one
AK2,t20185aep,one_one
RAP2B,t21430aep,one_one
SLC25A3,t12035aep,one_one
LEXM,t28618aep,one_one
MEST,t21628aep,one_one
SPART,t13982aep,one_one
SPPL3,t17185aep,one_one
OSTF1,t16015aep,one_one
SLC50A1,t32304aep,one_one
TUBGCP2,t5046aep,one_one
GTPBP4,t2424aep,one_one
POMK,t5236aep,one_one
PHAX,t702aep,one_one
TMEM181,t20148aep,one_one
CDV3,t4914aep,one_one
LACTBL1,t30802aep,one_one
NDUFB8,t12873aep,one_one
HMBS,t23119aep,one_one
ACADS,t14128aep,one_one
EPS15,t10710aep,one_one
LMAN2,t12739aep,one_one
AIMP2,t6455aep,one_one
ARMC6,t33909aep,one_one
TMEM107,t34555aep,one_one
RNF180,t20594aep,one_one
FNBP4,t38139aep,one_one
DYRK2,t12013aep,one_one
SH3YL1,t29513aep,one_one
RNF170,t16797aep,one_one
XPO5,t27663aep,one_one
STARD7,t15503aep,one_one
PIGV,t26231aep,one_one
PARP2,t5121aep,one_one
DCTN6,t22367aep,one_one
RPS6KA5,t30313aep,one_one
RPLP1,t22738aep,one_one
NELFE,t13959aep,one_one
ITPKA,t3346aep,one_one
HSD17B4,t5484aep,one_one
MOGS,t20264aep,one_one
POLD3,t37210aep,one_one
DOK7,t3441aep,one_one
NOL9,t4159aep,one_one
SHOC1,t21773aep,one_one
PBRM1,t7433aep,one_one
RB1CC1,t32755aep,one_one
SETD7,t38671aep,one_one
SORL1,t22121aep,one_one
COPS5,t27472aep,one_one
DTD2,t35307aep,one_one
SIN3A,t4537aep,one_one
HIRIP3,t27109aep,one_one
MRPL40,t3320aep,one_one
STK36,t2641aep,one_one
TRMT6,t4439aep,one_one
SRPRB,t4447aep,one_one
XPOT,t12629aep,one_one
RANGAP1,t12167aep,one_one
PRKCD,t10557aep,one_one
C1D,t9543aep,one_one
POLA2,t20611aep,one_one
SETDB1,t23487aep,one_one
MLF2,t26622aep,one_one
SPTY2D1,t17172aep,one_one
FIG4,t17691aep,one_one
RAD50,t32762aep,one_one
ZMAT2,t16021aep,one_one
TMEM30A,t31065aep,one_one
NDUFAF4,t37010aep,one_one
VPS28,t340aep,one_one
CROT,t3151aep,one_one
DENND11,t10272aep,one_one
POLD1,t10884aep,one_one
POLD2,t19749aep,one_one
NAP1L1,t6410aep,one_one
RAC1,t24550aep,one_one
RACK1,t5483aep,one_one
SCAP,t11544aep,one_one
INO80E,t22123aep,one_one
RAB24,t11073aep,one_one
URM1,t439aep,one_one
TMEM245,t5769aep,one_one
ACSS2,t15980aep,one_one
MARF1,t7857aep,one_one
BTBD19,t4204aep,one_one
FDX1,t22683aep,one_one
SELENOP,t6471aep,one_one
STIL,t20812aep,one_one
SURF1,t20260aep,one_one
TMEM184A,t22aep,one_one
C6orf120,t6312aep,one_one
ANKLE2,t25750aep,one_one
PLEKHM2,t32293aep,one_one
TMEM237,t18493aep,one_one
RNF26,t8494aep,one_one
TOLLIP,t27572aep,one_one
ANAPC1,t38176aep,one_one
DDX20,t16930aep,one_one
TIMM13,t21570aep,one_one
STYXL1,t36404aep,one_one
OPLAH,t10423aep,one_one
PRICKLE3,t10050aep,one_one
ADA,t16747aep,one_one
PEX2,t10701aep,one_one
LRPPRC,t10555aep,one_one
TAF13,t23057aep,one_one
TAFAZZIN,t10581aep,one_one
PROSER3,t32602aep,one_one
TSEN54,t27870aep,one_one
CHTF18,t2172aep,one_one
DDX1,t30924aep,one_one
RNF25,t2466aep,one_one
LRRC58,t18872aep,one_one
PELO,t5718aep,one_one
ZNHIT2,t15864aep,one_one
MAD1L1,t12878aep,one_one
EIF2S1,t13968aep,one_one
H3-3A,t29162aep,one_many
H3-3B,t29162aep,one_many
CENPC,t6928aep,one_one
TRIP4,t11810aep,one_one
EIPR1,t13724aep,one_one
CFAP126,t12973aep,one_one
MAEA,t14957aep,one_one
PSTK,t14330aep,one_one
NANP,t11238aep,one_one
UTP15,t36392aep,one_one
NOL12,t12733aep,one_one
NAGK,t23111aep,one_one
CERT1,t12265aep,one_one
SPTLC1,t603aep,one_one
OGG1,t9005aep,one_one
SMARCA5,t3648aep,one_one
CDK7,t37187aep,one_one
KNTC1,t6130aep,one_one
MVD,t21949aep,one_one
SSBP1,t36699aep,one_one
ATAT1,t23900aep,one_one
AGTRAP,t16822aep,one_one
ZER1,t36744aep,one_one
CNBD2,t18305aep,one_one
PIGS,t8720aep,one_one
API5,t4165aep,one_one
CLPB,t27980aep,one_one
ARL8B,t16792aep,one_one
RSPH14,t19633aep,one_one
MAPRE3,t4232aep,one_one
POLQ,t24200aep,one_one
DFFB,t4981aep,one_one
FBP1,t71aep,one_one
DNMT1,t16933aep,one_one
DCTD,t16470aep,one_one
GTF2A2,t23786aep,one_one
CSNK2A1,t2114aep,one_one
DAZAP2,t12624aep,one_one
ZRANB3,t35674aep,one_one
INO80C,t21431aep,one_one
METTL16,t34379aep,one_one
VPS52,t27695aep,one_one
SLC4A1AP,t8909aep,one_one
DPY30,t4043aep,one_one
CIAO3,t29815aep,one_one
MRGBP,t15557aep,one_one
SAP18,t23450aep,one_one
GNPAT,t21333aep,one_one
BPNT1,t772aep,one_one
PIGA,t5780aep,one_one
HAL,t21192aep,one_one
PIGP,t33335aep,one_one
WDR45B,t12632aep,one_one
NSUN6,t14830aep,one_one
BHMT,t22780aep,one_one
ISG20,t16989aep,one_one
MOB3A,t13276aep,one_one
DNPEP,t765aep,one_one
UFL1,t2958aep,one_one
PSMB1,t2949aep,one_one
CCNC,t5492aep,one_one
NFYB,t10078aep,one_one
LAP3,t7985aep,one_one
PGM1,t8387aep,one_one
ATP5PO,t27834aep,one_one
CSNK1E,t3445aep,one_one
MSH6,t34501aep,one_one
DRG2,t10208aep,one_one
ACTR2,t12626aep,one_one
SELENOT,t14070aep,one_one
DDX54,t29128aep,one_one
TSC1,t8718aep,one_one
TMEM68,t2843aep,one_one
ZCWPW1,t37145aep,one_one
DMAP1,t7383aep,one_one
WDR70,t23389aep,one_one
HSPBP1,t2074aep,one_one
MTFP1,t16542aep,one_one
BLOC1S6,t2047aep,one_one
RCE1,t32947aep,one_one
MTO1,t38079aep,one_one
MEI4,t18127aep,one_one
DNALI1,t17448aep,one_one
NARS1,t14010aep,one_one
ATG12,t7395aep,one_one
ASS1,t19740aep,one_one
HMGCR,t29484aep,one_one
AMD1,t8458aep,one_one
ATP6V0D1,t12726aep,one_one
ASRGL1,t3772aep,one_one
WAPL,t26587aep,one_one
TXNRD3,t14228aep,one_one
FSIP1,t7830aep,one_one
IQCD,t23385aep,one_one
KIFBP,t14811aep,one_one
SEC62,t20279aep,one_one
P2RX4,t7494aep,one_one
TIMM17A,t6483aep,one_one
C7orf25,t13504aep,one_one
GORASP2,t30279aep,one_one
FARSA,t21150aep,one_one
PTRH2,t34792aep,one_one
PSMD12,t6980aep,one_one
GET1,t6315aep,one_one
TMEM127,t32229aep,one_one
APRT,t14106aep,one_one
PCNA,t19513aep,one_one
SLC6A1,t12751aep,one_one
CCT3,t3835aep,one_one
RPL6,t23187aep,one_one
BAX,t10139aep,one_one
DIXDC1,t5124aep,one_one
KIAA0753,t3176aep,one_one
KIAA1109,t30909aep,one_one
AAGAB,t20626aep,one_one
MTR,t8257aep,one_one
TXN2,t19446aep,one_one
BAG1,t5388aep,one_one
PTPN18,t8422aep,one_one
DCTN5,t3362aep,one_one
SLC39A9,t8717aep,one_one
VPS51,t15863aep,one_one
CDC23,t15408aep,one_one
ATAD2B,t10267aep,one_one
LAMTOR2,t21348aep,one_one
MRPL19,t12815aep,one_one
SORD,t36557aep,one_one
GNA12,t17954aep,one_one
BOLA3,t1563aep,one_one
ZFYVE27,t23488aep,one_one
NOL8,t2874aep,one_one
SMARCC2,t24636aep,one_one
TMEM41A,t22391aep,one_one
YTHDC1,t9270aep,one_one
SORT1,t14522aep,one_one
TTPAL,t17813aep,one_one
BTBD2,t10880aep,one_one
GNL3L,t3436aep,one_one
AURKC,t19389aep,one_one
COMMD10,t22614aep,one_one
DUSP10,t3392aep,one_one
ILVBL,t1200aep,one_one
RNF103,t31763aep,one_one
ATP5F1B,t27766aep,one_one
UNG,t22996aep,one_one
UCHL3,t31234aep,one_one
COG7,t20504aep,one_one
ACACA,t10227aep,one_one
AASDH,t32512aep,one_one
VPS13D,t6587aep,one_one
RRM2B,t8647aep,one_one
TMEM135,t4080aep,one_one
SYCP3,t2390aep,one_one
ZUP1,t22033aep,one_one
MASTL,t28816aep,one_one
CDK5RAP2,t11156aep,one_one
NOC4L,t13110aep,one_one
LRMDA,t654aep,one_one
DZANK1,t15317aep,one_one
MAP3K20,t3924aep,one_one
DDX41,t15236aep,one_one
ANAPC7,t30768aep,one_one
PLAA,t19706aep,one_one
UCHL5,t9613aep,one_one
DUSP11,t15011aep,one_one
WNT1,t15597aep,one_one
PCCB,t28525aep,one_one
PPM1F,t12757aep,one_one
ARF1,t13730aep,one_one
OGFOD2,t1451aep,one_one
SPSB3,t6693aep,one_one
TMCO3,t30341aep,one_one
NEK8,t8770aep,one_one
CDK20,t18851aep,one_one
DCUN1D1,t2891aep,one_one
RBM18,t15899aep,one_one
COG3,t5105aep,one_one
AIFM2,t28021aep,one_one
MRPL16,t18074aep,one_one
GLTP,t13766aep,one_one
MRPS16,t1850aep,one_one
DYRK1B,t16532aep,one_one
HSPA12A,t10144aep,one_one
